Year,Rank,Artist,Song,valence,danceability,energy,tempo
2005,78,cent mobb deep,outta control,,,,
2005,81,the black eyed peas,dont lie,,,,
2005,85,brooke valentine lil jon and big boi,girlfight,,,,
2005,93,jayzlinkin park,numbencore,,,,
2005,94,ja rule r kelly and ashanti,wonderful,,,,
2005,97,foxy brown,u already know,,,,
2006,9,justin timberlake,sexyback,,,,
2006,11,mary j blige,be without you,,,,
2006,12,nelly paul wall ali and gipp,grillz,,,,
2006,15,the pussycat dolls snoop dogg,buttons,,,,
2006,16,chris brown,run it,,,,
2006,18,yung joc,its goin down,,,,
2006,24,lil jon e and sean paul of the youngbloodz,snap yo fingers,,,,
2006,25,dem franchize boyz lil peanut and charlay,lean wit it rock wit it,,,,
2006,35,ludacris pharrell,money maker,,,,
2006,36,bubba sparxxx ying yang twins and mr collipark,ms new booty,,,,
2006,37,sean paul keyshia cole,give it up to me,,,,
2006,41,tpain mike jones,in n luv,,,,
2006,42,the black eyed peas,my humps,,,,
2006,43,fort minor holly brook,whered you go,,,,
2006,52,e tpain and kandi girl,u and dat,,,,
2006,56,cherish sean paul of the youngbloodz,do it to it,,,,
2006,57,kt tunstall,black horse  the cherry tree,,,,
2006,60,jamie foxx ludacris,unpredictable,,,,
2006,69,chris brown lil wayne,gimme that,,,,
2006,71,bon jovi,who says you cant go home,,,,
2006,85,dem franchize boyz jermaine dupri da brat and bow wow,i think they like me,,,,
2006,88,young jeezy akon,soul survivor,,,,
2006,89,the black eyed peas,pump it,,,,
2006,92,three  mafia young buck and eightball and mjg,stay fly,,,,
2006,93,keyshia cole,love,,,,
2006,96,pink,stupid girls,,,,
2006,99,taylor hicks,do i make you proud,,,,
2007,14,shop boyz,party like a rockstar,,,,
2007,18,timbaland keri hilson,the way i are,,,,
2007,19,fergie,fergalicious,,,,
2007,20,soulja boy tellem,crank that,,,,
2007,21,timbaland nelly furtado  justin timberlake,give it to me,,,,
2007,23,gym class heroes patrick stump,cupids chokeholdbreakfast in america,,,,
2007,29,pink,u  ur hand,,,,
2007,49,r kelly or bow wow,im a flirt,,,,
2007,51,lloyd,get it shawty,,,,
2007,53,baby boy da prince lil boosie,the way i live,,,,
2007,54,bow wow chris brown  johnta austin,shortie like mine,,,,
2007,57,neyo,because of you,,,,
2007,62,beyonce  shakira,beautiful liar,,,,
2007,63,justin timberlake,sexyback,,,,
2007,65,keyshia cole missy elliott  lil kim,let it go,,,,
2007,69,pink,who knew,,,,
2007,75,ti,big things poppin,,,,
2007,80,young jeezy r kelly,go getta,,,,
2007,85,rihanna  sean paul,break it off,,,,
2007,87,cent justin timberlake  timbaland,ayo technology,,,,
2007,88,bow wow tpain  johnta austin,outta my system,,,,
2007,89,taylor swift,teardrops on my guitar,,,,
2007,92,ludacris pharrell,money maker,,,,
2007,95,crime mob lil scrappy,rock yo hips,,,,
2007,96,justin timberlake,lovestoned,,,,
2007,99,snoop dogg r kelly,thats that,,,,
2007,100,r kelly and usher,same girl,,,,
2008,6,jordin sparks duet with chris brown,no air,,,,
2008,8,usher young jeezy,love in this club,,,,
2008,11,ray j and yung berg,sexy can i,,,,
2008,23,madonna justin timberlake,minutes,,,,
2008,24,pink,so what,,,,
2008,38,plies neyo,bust it baby part,,,,
2008,45,webbie lil phat  lil boosie,independent,,,,
2008,48,taylor swift,teardrops on my guitar,,,,
2008,51,colby odonis akon,what you got,,,,
2008,54,soulja boy tellem,crank that,,,,
2008,56,wyclef jean akon lil wayne  niia,sweetest girl,,,,
2008,66,david banner chris brown,get like me,,,,
2008,68,young jeezy kanye west,put on,,,,
2008,70,three  mafia project pat young d and superpower,lolli lolli,,,,
2008,91,lil wayne bobby valentino  kidd kidd,mrs officer,,,,
2008,92,miley cyrus,things,,,,
2008,96,timbaland keri hilson,the way i are,,,,
2008,100,pistols tpain and tay dizm,she got it,,,,
2009,1,the black eyed peas,boom boom pow,,,,
2009,4,the black eyed peas,i gotta feeling,,,,
2009,15,keri hilson kanye west and neyo,knock you down,,,,
2009,19,soulja boy tell em sammie,kiss me thru the phone,,,,
2009,30,oh,dont trust me,,,,
2009,31,jayz rihanna and kanye west,run this town,,,,
2009,38,pink,sober,,,,
2009,45,pink,so what,,,,
2009,47,eminem dr dre and  cent,crack a bottle,,,,
2009,49,keri hilson lil wayne,turning me on,,,,
2009,52,pink,please dont leave me,,,,
2009,54,akon colby odonis and kardinal offishall,beautiful,,,,
2009,58,flo rida wynter,sugar,,,,
2009,62,jayz  alicia keys,empire state of mind,,,,
2009,65,mario gucci mane and sean garrett,break up,,,,
2009,79,soulja boy tellem,turn my swag on,,,,
2009,80,thedream,rockin that thang,,,,
2009,86,jesse mccartney ludacris,how do you sleep,,,,
2009,88,drake kanye west lil wayne and eminem,forever,,,,
2009,90,lady antebellum,i run to you,,,,
2009,97,michael franti and spearhead cherine anderson,say hey,,,,
2009,98,jim jones and ron browz juelz santana,pop champagne,,,,
2009,99,maxwell,pretty wings,,,,
2010,1,keha,tik tok,,,,
2010,2,lady antebellum,need you now,,,,
2010,19,mike posner,cooler than me,,,,
2010,21,jayz and alicia keys,empire state of mind,,,,
2010,28,keha,your love is my drug,,,,
2010,35,nelly,just a dream,,,,
2010,37,far east movement the cataracs and dev,like a g,,,,
2010,40,flo rida david guetta,club cant handle me,,,,
2010,50,jayz and mr hudson,young forever,,,,
2010,51,keha oh,blah blah blah,,,,
2010,53,jay sean sean paul  lil jon,do you remember,,,,
2010,59,keha,take it off,,,,
2010,68,chris brown tyga and kevin mccall,deuces,,,,
2010,70,shontelle,impossible,,,,
2010,71,drake kanye west lil wayne and eminem,forever,,,,
2010,73,oh keha,my first kiss,,,,
2010,77,selena gomez and the scene,naturally,,,,
2010,78,alicia keyes,unthinkable,,,,
2010,79,dj khaled tpain ludacris snoop dogg and rick ross,all i do is win,,,,
2010,80,kevin rudolf birdman jay sean  lil wayne,i made it,,,,
2010,89,sean kingston and justin bieber,eenie meenie,,,,
2010,94,lady antebellum,american honey,,,,
2010,97,uncle kraker,smile,,,,
2010,99,alicia keyes,try sleeping with a broken heart,,,,
2011,2,lmfao lauren bennett  goonrock,party rock anthem,,,,
2011,5,pitbull neyo afrojack  nayer,give me everything,,,,
2011,7,cee lo green,fk you,,,,
2011,9,maroon  christina aguilera,moves like jagger,,,,
2011,10,the black eyed peas,just cant get enough,,,,
2011,16,enrique iglesias ludacris  dj frank e,tonight,,,,
2011,21,chris brown lil wayne  busta rhymes,look at me now,,,,
2011,30,keha,we r who we r,,,,
2011,33,keha,blow,,,,
2011,37,the black eyed peas,the time,,,,
2011,42,lady antebellum,just a kiss,,,,
2011,45,waka flocka flame roscoe dash  wale,no hands,,,,
2011,47,dj khaled drake rick ross  lil wayne,im on one,,,,
2011,51,dr dre eminem  skylar grey,i need a doctor,,,,
2011,52,nelly,just a dream,,,,
2011,54,edward maya  vika jigulina,stereo love,,,,
2011,58,fareast movement ryan tedder,rocketeer,,,,
2011,61,usher,more,,,,
2011,68,jason aldean with kelly clarkson,dont you wanna stay,,,,
2011,72,fareast movement cataracs  dev,like a g,,,,
2011,73,david guetta usher,without you,,,,
2011,82,brad paisley with carrie underwood,remind me,,,,
2011,84,new boyz the cataracs  dev,backseat,,,,
2011,88,david guetta flo rida  nicki minaj,where them girls at,,,,
2012,24,david guetta sia,titanium,,,,
2012,29,lmfao lauren bennett  goonrock,party rock anthem,,,,
2012,32,snoop dogg and wiz khalifa bruno mars,young wild  free,,,,
2012,35,david guetta nicki minaj,turn me on,,,,
2012,36,maroon  christina aguilera,moves like jagger,,,,
2012,38,owl city and carly rae jepsen,good time,,,,
2012,40,jay z and kanye west,nias in paris,,,,
2012,42,calvin harris,feel so close,,,,
2012,50,david guetta usher,without you,,,,
2012,57,big sean nicki minaj,dance,,,,
2012,62,pitbull,back in time,,,,
2012,79,rihanna chris brown,birthday cake,,,,
2012,83,selena gomez and the scene,love you like a love song,,,,
2012,85,keha,die young,,,,
2012,86,tpain wiz khalifa and lily allen,oclock,,,,
2014,1,pharrell williams,happy,,,,
2014,11,pitbull keha,timber,,,,
2014,14,nico and vinz,am i wrong,,,,
2014,15,dj snake and lil jon,turn down for what,,,,
2014,17,a great big world and christina aguilera,say something,,,,
2014,21,idina menzel,let it go,,,,
2014,27,jessie j ariana grande  nicki minaj,bang bang,,,,
2014,30,chris brown lil wayne and french montana or too hort or tyga,loyal,,,,
2014,35,beyonce jay z,drunk in love,,,,
2014,38,enrique iglesias descemer bueno and gente de zona,bailando,,,,
2014,54,bobby shmurda,hot boy,,,,
2014,58,yg jeezy and rich homie quan,my hitta,,,,
2014,72,rich gang young thug and rich homie quan,lifestyle,,,,
2014,77,chris brown usher and rick ross,new flame,,,,
2014,78,michael jackson and justin timberlake,love never felt so good,,,,
2014,81,lady antebellum,bartender,,,,
2014,83,robin thicke ti and pharrell,blurred lines,,,,
2014,84,lady gaga r kelly,do what u want,,,,
2014,90,mike will madeit miley cyrus wiz khalifa and juicy j,,,,,
2014,92,macklemore  ryan lewis schoolboy q and hollis,white walls,,,,
2014,94,zedd hayley williams,stay the night,,,,
2014,99,miranda lambert and carrie underwood,somethin bad,,,,
2015,9,weeknd,earned it,,,,
2015,10,weeknd,the hills,,,,
2015,12,weeknd,cant feel my face,,,,
2015,13,ellie goulding,love me like you do,,,,
2015,16,major lazer and dj snake m,lean on,,,,
2015,19,skrillex and diplo with justin bieber,where are u now,,,,
2015,24,omarion chris brown and jhene aiko,post to be,,,,
2015,26,sam smith,"im not the only
one",,,,
2015,31,david guetta nicki minaj bebe rexha and afrojack,hey mama,,,,
2015,32,flo rida sage the gemini and lookas,gdfr,,,,
2015,39,pitbull and neyo,time of our lives,,,,
2015,42,rihanna kanye west and paul mccartney,fourfiveseconds,,,,
2015,47,big sean e,i dont fk with you,,,,
2015,48,rihanna,b better have my money,,,,
2015,51,nicki minaj drake lil wayne and chris brown,only,,,,
2015,56,ariana grande and the weeknd,love me harder,,,,
2015,59,dj snake and alunageorge,you know you like it,,,,
2015,66,nicki minaj drake and lil wayne,truffle butter,,,,
2015,69,meek mill chris brown and nicki minaj,all eyes on you,,,,
2015,73,elle king,exs and ohs,,,,
2015,80,jessie j ariana grande and nicki minaj,bang bang,,,,
2015,83,ilovememphis,hit the quan,,,,
2015,84,macklemore and ryan lewis eric nally melle mel kool moe dee and grandmaster caz,downtown,,,,
2015,86,chris brown and tyga,ayo,,,,
2015,96,nicky jam and enrique iglesias,el perdon,,,,
2015,100,calvin harris and disciples,how deep is your love,,,,
2016,3,drake wizkid and kyla,one dance,,,,
2016,8,chainsmokers daya,dont let me down,,,,
2016,10,chainsmokers halsey,closer,,,,
2016,19,geazy x bebe rexha,me myself and i,,,,
2016,25,major lazer justin bieber and mo,cold water,,,,
2016,27,chainsmokers rozes,roses,,,,
2016,32,weeknd,the hills,,,,
2016,33,pink,just like fire,,,,
2016,37,drake and future,jumpman,,,,
2016,46,zara larsson and mnek,never forget you,,,,
2016,57,kevin gates,"phones
lyraics",,,,
2016,58,weeknd daft punk,starboy,,,,
2016,61,weeknd,in the night,,,,
2016,63,elle king,exs and ohs,,,,
2016,68,lil wayne wi,sucker for pain,,,,
2016,69,yo gotti nicki minaj,down in the dm,,,,
2016,72,weeknd,cant feel my face,,,,
2016,85,major lazer and dj snake mo,lean on,,,,
2016,86,shawn mendes and camila cabello,i know what you did last summer,,,,
2016,87,fat joe rem,all the way up,,,,
2016,94,hailee steinfeld and grey zedd,starving,,,,
